run_id,campaign_id,system_id,model,replicate,run_index,run_status,failure_stage,failure_category,failure_reason,started_at,finished_at,schema_valid,referential_valid,strict_deterministic,guard_aware_deterministic,requirement_coverage,behavioral_pass_rate,final_state_agreement,trace_agreement,rejected_event_agreement,missing_transitions,extra_transitions,tier
C2_core_ollama_behavioral__access_control__qwen2.5-coder_7b__r03,C2_core_ollama_behavioral,access_control,qwen2.5-coder:7b,3,23,passed,none,none,,2026-06-03T08:10:24+00:00,2026-06-03T08:10:28+00:00,True,True,True,True,0.5,0.6666666666666666,1.0,1.0,0.0,1,3,core
C2_core_ollama_behavioral__access_control__qwen2.5-coder_7b__r04,C2_core_ollama_behavioral,access_control,qwen2.5-coder:7b,4,24,passed,none,none,,2026-06-03T08:10:28+00:00,2026-06-03T08:10:32+00:00,True,True,True,True,0.5,0.6666666666666666,1.0,1.0,0.0,1,3,core
C2_core_ollama_behavioral__access_control__qwen2.5-coder_7b__r05,C2_core_ollama_behavioral,access_control,qwen2.5-coder:7b,5,25,passed,none,none,,2026-06-03T08:10:32+00:00,2026-06-03T08:10:36+00:00,True,True,True,True,0.5,0.6666666666666666,1.0,1.0,0.0,1,3,core
C2_core_ollama_behavioral__access_control__llama3.1_8b__r01,C2_core_ollama_behavioral,access_control,llama3.1:8b,1,26,passed,none,none,,2026-06-03T08:10:36+00:00,2026-06-03T08:10:42+00:00,True,True,False,False,0.625,0.16666666666666666,0.25,0.0,0.0,1,4,core
C2_core_ollama_behavioral__access_control__llama3.1_8b__r02,C2_core_ollama_behavioral,access_control,llama3.1:8b,2,27,passed,none,none,,2026-06-03T08:10:42+00:00,2026-06-03T08:10:47+00:00,True,True,False,False,0.625,0.16666666666666666,0.25,0.0,0.0,1,4,core
C2_core_ollama_behavioral__access_control__llama3.1_8b__r03,C2_core_ollama_behavioral,access_control,llama3.1:8b,3,28,passed,none,none,,2026-06-03T08:10:47+00:00,2026-06-03T08:10:52+00:00,True,True,False,False,0.625,0.16666666666666666,0.25,0.0,0.0,1,4,core
C2_core_ollama_behavioral__access_control__llama3.1_8b__r04,C2_core_ollama_behavioral,access_control,llama3.1:8b,4,29,passed,none,none,,2026-06-03T08:10:52+00:00,2026-06-03T08:10:58+00:00,True,True,False,False,0.625,0.16666666666666666,0.25,0.0,0.0,1,4,core
C2_core_ollama_behavioral__access_control__llama3.1_8b__r05,C2_core_ollama_behavioral,access_control,llama3.1:8b,5,30,passed,none,none,,2026-06-03T08:10:58+00:00,2026-06-03T08:11:03+00:00,True,True,False,False,0.625,0.16666666666666666,0.25,0.0,0.0,1,4,core
C2_core_ollama_behavioral__access_control__mistral-nemo_12b__r01,C2_core_ollama_behavioral,access_control,mistral-nemo:12b,1,31,passed,none,none,,2026-06-03T08:11:03+00:00,2026-06-03T08:11:12+00:00,True,True,False,False,0.5,0.5,0.25,0.0,1.0,2,6,core
C2_core_ollama_behavioral__access_control__mistral-nemo_12b__r02,C2_core_ollama_behavioral,access_control,mistral-nemo:12b,2,32,passed,none,none,,2026-06-03T08:11:12+00:00,2026-06-03T08:11:20+00:00,True,True,False,False,0.5,0.5,0.25,0.0,1.0,2,6,core
C2_core_ollama_behavioral__access_control__mistral-nemo_12b__r03,C2_core_ollama_behavioral,access_control,mistral-nemo:12b,3,33,passed,none,none,,2026-06-03T08:11:20+00:00,2026-06-03T08:11:28+00:00,True,True,False,False,0.5,0.5,0.25,0.0,1.0,2,6,core
C2_core_ollama_behavioral__access_control__mistral-nemo_12b__r04,C2_core_ollama_behavioral,access_control,mistral-nemo:12b,4,34,passed,none,none,,2026-06-03T08:11:28+00:00,2026-06-03T08:11:36+00:00,True,True,False,False,0.5,0.5,0.25,0.0,1.0,2,6,core
C2_core_ollama_behavioral__access_control__mistral-nemo_12b__r05,C2_core_ollama_behavioral,access_control,mistral-nemo:12b,5,35,passed,none,none,,2026-06-03T08:11:36+00:00,2026-06-03T08:11:44+00:00,True,True,False,False,0.5,0.5,0.25,0.0,1.0,2,6,core
C2_core_ollama_behavioral__access_control__gemma2_9b__r01,C2_core_ollama_behavioral,access_control,gemma2:9b,1,36,passed,none,none,,2026-06-03T08:11:44+00:00,2026-06-03T08:11:50+00:00,True,True,False,False,0.625,0.5,0.25,0.0,1.0,2,5,core
C2_core_ollama_behavioral__access_control__gemma2_9b__r02,C2_core_ollama_behavioral,access_control,gemma2:9b,2,37,passed,none,none,,2026-06-03T08:11:50+00:00,2026-06-03T08:11:55+00:00,True,True,True,True,0.5,0.5,0.25,0.0,1.0,2,4,core
C2_core_ollama_behavioral__access_control__gemma2_9b__r03,C2_core_ollama_behavioral,access_control,gemma2:9b,3,38,passed,none,none,,2026-06-03T08:11:55+00:00,2026-06-03T08:12:00+00:00,True,True,True,True,0.5,0.5,0.25,0.0,1.0,2,4,core
C2_core_ollama_behavioral__access_control__gemma2_9b__r04,C2_core_ollama_behavioral,access_control,gemma2:9b,4,39,passed,none,none,,2026-06-03T08:12:00+00:00,2026-06-03T08:12:05+00:00,True,True,True,True,0.5,0.5,0.25,0.0,1.0,2,4,core
C2_core_ollama_behavioral__access_control__gemma2_9b__r05,C2_core_ollama_behavioral,access_control,gemma2:9b,5,40,passed,none,none,,2026-06-03T08:12:05+00:00,2026-06-03T08:12:10+00:00,True,True,True,True,0.5,0.5,0.25,0.0,1.0,2,4,core
C2_core_ollama_behavioral__bike_rental__qwen2.5-coder_7b__r01,C2_core_ollama_behavioral,bike_rental,qwen2.5-coder:7b,1,41,passed,none,none,,2026-06-03T08:12:10+00:00,2026-06-03T08:12:16+00:00,True,True,True,True,0.625,0.7647058823529411,0.7333333333333333,0.5,1.0,1,1,core
C2_core_ollama_behavioral__bike_rental__qwen2.5-coder_7b__r02,C2_core_ollama_behavioral,bike_rental,qwen2.5-coder:7b,2,42,passed,none,none,,2026-06-03T08:12:16+00:00,2026-06-03T08:12:21+00:00,True,True,True,True,0.625,0.7647058823529411,0.7333333333333333,0.5,1.0,1,1,core
C2_core_ollama_behavioral__bike_rental__qwen2.5-coder_7b__r03,C2_core_ollama_behavioral,bike_rental,qwen2.5-coder:7b,3,43,passed,none,none,,2026-06-03T08:12:21+00:00,2026-06-03T08:12:26+00:00,True,True,True,True,0.625,0.7647058823529411,0.7333333333333333,0.5,1.0,1,1,core
C2_core_ollama_behavioral__bike_rental__qwen2.5-coder_7b__r04,C2_core_ollama_behavioral,bike_rental,qwen2.5-coder:7b,4,44,passed,none,none,,2026-06-03T08:12:26+00:00,2026-06-03T08:12:31+00:00,True,True,True,True,0.625,0.7647058823529411,0.7333333333333333,0.5,1.0,1,1,core
C2_core_ollama_behavioral__bike_rental__qwen2.5-coder_7b__r05,C2_core_ollama_behavioral,bike_rental,qwen2.5-coder:7b,5,45,passed,none,none,,2026-06-03T08:12:31+00:00,2026-06-03T08:12:36+00:00,True,True,True,True,0.625,0.7647058823529411,0.7333333333333333,0.5,1.0,1,1,core
C2_core_ollama_behavioral__bike_rental__llama3.1_8b__r01,C2_core_ollama_behavioral,bike_rental,llama3.1:8b,1,46,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:12:36+00:00,2026-06-03T08:12:44+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__llama3.1_8b__r02,C2_core_ollama_behavioral,bike_rental,llama3.1:8b,2,47,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:12:44+00:00,2026-06-03T08:12:51+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__llama3.1_8b__r03,C2_core_ollama_behavioral,bike_rental,llama3.1:8b,3,48,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:12:51+00:00,2026-06-03T08:12:58+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__llama3.1_8b__r04,C2_core_ollama_behavioral,bike_rental,llama3.1:8b,4,49,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:12:58+00:00,2026-06-03T08:13:06+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__llama3.1_8b__r05,C2_core_ollama_behavioral,bike_rental,llama3.1:8b,5,50,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:13:06+00:00,2026-06-03T08:13:13+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__mistral-nemo_12b__r01,C2_core_ollama_behavioral,bike_rental,mistral-nemo:12b,1,51,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:13:13+00:00,2026-06-03T08:13:20+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__mistral-nemo_12b__r02,C2_core_ollama_behavioral,bike_rental,mistral-nemo:12b,2,52,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:13:20+00:00,2026-06-03T08:13:26+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__mistral-nemo_12b__r03,C2_core_ollama_behavioral,bike_rental,mistral-nemo:12b,3,53,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:13:26+00:00,2026-06-03T08:13:32+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__mistral-nemo_12b__r04,C2_core_ollama_behavioral,bike_rental,mistral-nemo:12b,4,54,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:13:32+00:00,2026-06-03T08:13:38+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__mistral-nemo_12b__r05,C2_core_ollama_behavioral,bike_rental,mistral-nemo:12b,5,55,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('event', 'source', 'target' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('event', 'source', 'target' were unexpected)",2026-06-03T08:13:38+00:00,2026-06-03T08:13:44+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__gemma2_9b__r01,C2_core_ollama_behavioral,bike_rental,gemma2:9b,1,56,failed,schema_validation,schema_error,transitions.4.event: None is not of type 'string',2026-06-03T08:13:44+00:00,2026-06-03T08:13:58+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__gemma2_9b__r02,C2_core_ollama_behavioral,bike_rental,gemma2:9b,2,57,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('events', 'state' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('events', 'state' were unexpected)",2026-06-03T08:13:58+00:00,2026-06-03T08:14:10+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__gemma2_9b__r03,C2_core_ollama_behavioral,bike_rental,gemma2:9b,3,58,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('events', 'state' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('events', 'state' were unexpected)",2026-06-03T08:14:10+00:00,2026-06-03T08:14:22+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__gemma2_9b__r04,C2_core_ollama_behavioral,bike_rental,gemma2:9b,4,59,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('events', 'state' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('events', 'state' were unexpected)",2026-06-03T08:14:22+00:00,2026-06-03T08:14:34+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__bike_rental__gemma2_9b__r05,C2_core_ollama_behavioral,bike_rental,gemma2:9b,5,60,failed,schema_validation,schema_error,"forbidden_behaviours.0: Additional properties are not allowed ('events', 'state' were unexpected); forbidden_behaviours.1: Additional properties are not allowed ('events', 'state' were unexpected)",2026-06-03T08:14:34+00:00,2026-06-03T08:14:46+00:00,False,,,,,,,,,,,core
C2_core_ollama_behavioral__warehouse_inventory__qwen2.5-coder_7b__r01,C2_core_ollama_behavioral,warehouse_inventory,qwen2.5-coder:7b,1,61,passed,none,none,,2026-06-03T08:14:46+00:00,2026-06-03T08:14:52+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__warehouse_inventory__qwen2.5-coder_7b__r02,C2_core_ollama_behavioral,warehouse_inventory,qwen2.5-coder:7b,2,62,passed,none,none,,2026-06-03T08:14:52+00:00,2026-06-03T08:14:57+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__warehouse_inventory__qwen2.5-coder_7b__r03,C2_core_ollama_behavioral,warehouse_inventory,qwen2.5-coder:7b,3,63,passed,none,none,,2026-06-03T08:14:57+00:00,2026-06-03T08:15:02+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__warehouse_inventory__qwen2.5-coder_7b__r04,C2_core_ollama_behavioral,warehouse_inventory,qwen2.5-coder:7b,4,64,passed,none,none,,2026-06-03T08:15:02+00:00,2026-06-03T08:15:07+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__warehouse_inventory__qwen2.5-coder_7b__r05,C2_core_ollama_behavioral,warehouse_inventory,qwen2.5-coder:7b,5,65,passed,none,none,,2026-06-03T08:15:07+00:00,2026-06-03T08:15:12+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__warehouse_inventory__llama3.1_8b__r01,C2_core_ollama_behavioral,warehouse_inventory,llama3.1:8b,1,66,passed,none,none,,2026-06-03T08:15:12+00:00,2026-06-03T08:15:20+00:00,True,False,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__warehouse_inventory__llama3.1_8b__r02,C2_core_ollama_behavioral,warehouse_inventory,llama3.1:8b,2,67,passed,none,none,,2026-06-03T08:15:20+00:00,2026-06-03T08:15:26+00:00,True,False,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__warehouse_inventory__llama3.1_8b__r03,C2_core_ollama_behavioral,warehouse_inventory,llama3.1:8b,3,68,passed,none,none,,2026-06-03T08:15:26+00:00,2026-06-03T08:15:33+00:00,True,False,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__warehouse_inventory__llama3.1_8b__r04,C2_core_ollama_behavioral,warehouse_inventory,llama3.1:8b,4,69,passed,none,none,,2026-06-03T08:15:33+00:00,2026-06-03T08:15:39+00:00,True,False,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__warehouse_inventory__llama3.1_8b__r05,C2_core_ollama_behavioral,warehouse_inventory,llama3.1:8b,5,70,passed,none,none,,2026-06-03T08:15:39+00:00,2026-06-03T08:15:45+00:00,True,False,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__warehouse_inventory__mistral-nemo_12b__r01,C2_core_ollama_behavioral,warehouse_inventory,mistral-nemo:12b,1,71,passed,none,none,,2026-06-03T08:15:45+00:00,2026-06-03T08:15:54+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__warehouse_inventory__mistral-nemo_12b__r02,C2_core_ollama_behavioral,warehouse_inventory,mistral-nemo:12b,2,72,passed,none,none,,2026-06-03T08:15:54+00:00,2026-06-03T08:16:01+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__warehouse_inventory__mistral-nemo_12b__r03,C2_core_ollama_behavioral,warehouse_inventory,mistral-nemo:12b,3,73,passed,none,none,,2026-06-03T08:16:01+00:00,2026-06-03T08:16:07+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__warehouse_inventory__mistral-nemo_12b__r04,C2_core_ollama_behavioral,warehouse_inventory,mistral-nemo:12b,4,74,passed,none,none,,2026-06-03T08:16:07+00:00,2026-06-03T08:16:14+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__warehouse_inventory__mistral-nemo_12b__r05,C2_core_ollama_behavioral,warehouse_inventory,mistral-nemo:12b,5,75,passed,none,none,,2026-06-03T08:16:14+00:00,2026-06-03T08:16:20+00:00,True,True,True,True,0.875,0.25,0.14285714285714285,0.0,1.0,5,7,core
C2_core_ollama_behavioral__warehouse_inventory__gemma2_9b__r01,C2_core_ollama_behavioral,warehouse_inventory,gemma2:9b,1,76,passed,none,none,,2026-06-03T08:16:20+00:00,2026-06-03T08:16:32+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__warehouse_inventory__gemma2_9b__r02,C2_core_ollama_behavioral,warehouse_inventory,gemma2:9b,2,77,passed,none,none,,2026-06-03T08:16:32+00:00,2026-06-03T08:16:45+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__warehouse_inventory__gemma2_9b__r03,C2_core_ollama_behavioral,warehouse_inventory,gemma2:9b,3,78,passed,none,none,,2026-06-03T08:16:45+00:00,2026-06-03T08:16:57+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__warehouse_inventory__gemma2_9b__r04,C2_core_ollama_behavioral,warehouse_inventory,gemma2:9b,4,79,passed,none,none,,2026-06-03T08:16:57+00:00,2026-06-03T08:17:09+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__warehouse_inventory__gemma2_9b__r05,C2_core_ollama_behavioral,warehouse_inventory,gemma2:9b,5,80,passed,none,none,,2026-06-03T08:17:09+00:00,2026-06-03T08:17:21+00:00,True,True,True,True,0.625,0.25,0.14285714285714285,0.0,1.0,5,5,core
C2_core_ollama_behavioral__smart_thermostat__qwen2.5-coder_7b__r01,C2_core_ollama_behavioral,smart_thermostat,qwen2.5-coder:7b,1,81,passed,none,none,,2026-06-03T08:17:21+00:00,2026-06-03T08:17:29+00:00,True,True,True,True,0.75,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__smart_thermostat__qwen2.5-coder_7b__r02,C2_core_ollama_behavioral,smart_thermostat,qwen2.5-coder:7b,2,82,passed,none,none,,2026-06-03T08:17:29+00:00,2026-06-03T08:17:34+00:00,True,True,True,True,0.75,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__smart_thermostat__qwen2.5-coder_7b__r03,C2_core_ollama_behavioral,smart_thermostat,qwen2.5-coder:7b,3,83,passed,none,none,,2026-06-03T08:17:34+00:00,2026-06-03T08:17:40+00:00,True,True,True,True,0.75,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__smart_thermostat__qwen2.5-coder_7b__r04,C2_core_ollama_behavioral,smart_thermostat,qwen2.5-coder:7b,4,84,passed,none,none,,2026-06-03T08:17:40+00:00,2026-06-03T08:17:46+00:00,True,True,True,True,0.75,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__smart_thermostat__qwen2.5-coder_7b__r05,C2_core_ollama_behavioral,smart_thermostat,qwen2.5-coder:7b,5,85,passed,none,none,,2026-06-03T08:17:46+00:00,2026-06-03T08:17:52+00:00,True,True,True,True,0.75,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__smart_thermostat__llama3.1_8b__r01,C2_core_ollama_behavioral,smart_thermostat,llama3.1:8b,1,86,passed,none,none,,2026-06-03T08:17:52+00:00,2026-06-03T08:17:58+00:00,True,True,True,True,0.75,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__smart_thermostat__llama3.1_8b__r02,C2_core_ollama_behavioral,smart_thermostat,llama3.1:8b,2,87,passed,none,none,,2026-06-03T08:17:58+00:00,2026-06-03T08:18:04+00:00,True,True,True,True,0.75,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__smart_thermostat__llama3.1_8b__r03,C2_core_ollama_behavioral,smart_thermostat,llama3.1:8b,3,88,passed,none,none,,2026-06-03T08:18:04+00:00,2026-06-03T08:18:10+00:00,True,True,True,True,0.75,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__smart_thermostat__llama3.1_8b__r04,C2_core_ollama_behavioral,smart_thermostat,llama3.1:8b,4,89,passed,none,none,,2026-06-03T08:18:10+00:00,2026-06-03T08:18:16+00:00,True,True,True,True,0.75,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__smart_thermostat__llama3.1_8b__r05,C2_core_ollama_behavioral,smart_thermostat,llama3.1:8b,5,90,passed,none,none,,2026-06-03T08:18:16+00:00,2026-06-03T08:18:21+00:00,True,True,True,True,0.75,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__smart_thermostat__mistral-nemo_12b__r01,C2_core_ollama_behavioral,smart_thermostat,mistral-nemo:12b,1,91,passed,none,none,,2026-06-03T08:18:21+00:00,2026-06-03T08:18:30+00:00,True,True,True,True,0.875,1.0,1.0,1.0,1.0,0,1,core
C2_core_ollama_behavioral__smart_thermostat__mistral-nemo_12b__r02,C2_core_ollama_behavioral,smart_thermostat,mistral-nemo:12b,2,92,passed,none,none,,2026-06-03T08:18:30+00:00,2026-06-03T08:18:36+00:00,True,True,True,True,0.875,1.0,1.0,1.0,1.0,0,1,core
C2_core_ollama_behavioral__smart_thermostat__mistral-nemo_12b__r03,C2_core_ollama_behavioral,smart_thermostat,mistral-nemo:12b,3,93,passed,none,none,,2026-06-03T08:18:36+00:00,2026-06-03T08:18:43+00:00,True,True,True,True,0.875,1.0,1.0,1.0,1.0,0,1,core
C2_core_ollama_behavioral__smart_thermostat__mistral-nemo_12b__r04,C2_core_ollama_behavioral,smart_thermostat,mistral-nemo:12b,4,94,passed,none,none,,2026-06-03T08:18:43+00:00,2026-06-03T08:18:49+00:00,True,True,True,True,0.875,1.0,1.0,1.0,1.0,0,1,core
C2_core_ollama_behavioral__smart_thermostat__mistral-nemo_12b__r05,C2_core_ollama_behavioral,smart_thermostat,mistral-nemo:12b,5,95,passed,none,none,,2026-06-03T08:18:49+00:00,2026-06-03T08:18:56+00:00,True,True,True,True,0.875,1.0,1.0,1.0,1.0,0,1,core
C2_core_ollama_behavioral__smart_thermostat__gemma2_9b__r01,C2_core_ollama_behavioral,smart_thermostat,gemma2:9b,1,96,passed,none,none,,2026-06-03T08:18:56+00:00,2026-06-03T08:19:07+00:00,True,True,True,True,0.75,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__smart_thermostat__gemma2_9b__r02,C2_core_ollama_behavioral,smart_thermostat,gemma2:9b,2,97,passed,none,none,,2026-06-03T08:19:07+00:00,2026-06-03T08:19:18+00:00,True,True,True,True,0.75,1.0,1.0,1.0,1.0,0,0,core
C2_core_ollama_behavioral__smart_thermostat__gemma2_9b__r03,C2_core_ollama_behavioral,smart_thermostat,gemma2:9b,3,98,passed,none,none,,2026-06-03T08:19:18+00:00,2026-06-03T08:19:29+00:00,True,True,True,True,0.75,1.0,1.0,1.0,1.0,0,0,core
